Timestamp,,Sensor_Values1,,,,
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,1.10776,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.56364,9.9918,9.9918,0.3538,9.9918
,,9.9918,9.9918,9.9918,1.12972,9.9918
,,9.9918,9.9918,9.9918,3.18908,9.9918
,,9.9918,9.9918,9.9918,0.87352,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.62952,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.5368,9.9918
,,1.24684,9.9918,1.65188,0.47336,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.43188,9.9918
,,6.09024,9.9918,9.9918,0.19764,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.65148,9.9918
,,9.9918,9.9918,9.9918,0.7198,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,1.12484,9.9918
,,9.9918,9.9918,9.9918,0.94428,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,1.18096,9.9918
,,9.9918,9.9918,9.9918,0.6588,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.49776,9.9918
,,9.9918,9.9918,9.9918,1.03212,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.4636,9.9918
,,9.9918,9.9918,9.9918,1.17608,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.70516,9.9918
,,9.9918,9.9918,9.9918,1.62504,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.54656,9.9918
,,9.9918,9.9918,9.9918,1.21024,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.33184,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,2.074,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.3782,9.9918
,,9.9918,9.9918,9.9918,0.58072,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.99308,9.9918
,,9.9918,9.9918,9.9918,0.80276,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.26596,9.9918
,,9.9918,9.9918,9.9918,1.93736,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.49532,9.9918
,,9.9918,9.9918,9.9918,1.159,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.41968,9.9918
,,9.9918,9.9918,9.9918,1.33468,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.49776,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.61732,9.9918
,,9.9918,9.9918,9.9918,1.2932,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.44408,9.9918
,,9.9918,9.9918,9.9918,1.1834,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,2.66692,0.50508,9.9918
,,9.9918,9.9918,9.9918,2.01788,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.59048,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.53192,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.74176,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.56852,9.9918
,,9.9918,9.9918,9.9918,0.7198,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.50996,9.9918
,,9.9918,9.9918,9.9918,1.28832,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.32452,9.9918
,,9.9918,9.9918,9.9918,1.44936,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.56364,9.9918
,,9.9918,9.9918,9.9918,1.60064,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,1.16876,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.4636,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.48312,9.9918
,,9.9918,9.9918,9.9918,0.51484,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,7.07844,9.9918
,,9.9918,9.9918,9.9918,0.47336,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.10004,9.9918
,,9.9918,9.9918,9.9918,0.6588,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.45384,9.9918
,,9.9918,9.9918,9.9918,0.83204,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.56364,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,0.0366,0.19032,9.9918
,,9.9918,9.9918,9.9918,0.5124,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,0.03904,0.40992,9.9918
,,9.9918,9.9918,9.9918,0.3904,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
