Timestamp,,Sensor_Values1,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,Sensor_Values2,,,,
,,3.83812,9.9918,9.9918,0.41724,0.2684
,,9.9918,9.9918,9.9918,9.9918,0.183
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.5612,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.2562,0.38552
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.5982,9.9918,1.83488,0.08784,9.9918
,,9.9918,9.9918,9.9918,9.9918,0.15616
,,9.9918,9.9918,9.9918,0.36356,9.9918
,,9.9918,9.9918,9.9918,1.03212,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,5.5998,9.9918,7.10772,0.427,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.56364,9.9918,2.0374,0.25132,0.68808
,,9.9918,9.9918,9.9918,9.9918,0.8174
,,9.9918,9.9918,2.9524,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.80276,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.1464,9.9918,3.47456,0.20984,0.29524
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,0.56364,0.13176,9.9918
,,9.9918,9.9918,9.9918,0.64904,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.35136,0.13176
,,9.9918,9.9918,9.9918,6.832,9.9918
,,1.56404,9.9918,4.01868,0.36844,0.20496
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,1.04188,0.05124,9.9918
,,9.9918,9.9918,9.9918,0.51972,0.0244
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.43676,9.9918,3.96012,0.25132,0.6466
,,9.9918,9.9918,9.9918,6.75392,9.9918
,,9.9918,9.9918,0.78812,0,9.9918
,,9.9918,9.9918,9.9918,1.16144,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.55916,9.9918,2.23748,0.36356,0.366
,,9.9918,9.9918,9.9918,6.83688,9.9918
,,0.86132,9.9918,1.7446,0.2318,1.44448
,,9.9918,9.9918,9.9918,9.9918,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.67872,9.9918,5.35336,0.29036,0.26596
,,9.9918,9.9918,9.9918,6.50748,9.9918
,,2.1228,9.9918,1.91296,0.13908,2.45708
,,9.9918,9.9918,9.9918,9.9918,0.08052
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.5124,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.35624,0.08296
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.81984,9.9918,1.91784,0.22448,0.9516
,,9.9918,9.9918,9.9918,9.9918,0.09516
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.45872,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.56852,9.9918,4.4164,0.24156,0.26108
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.89792,9.9918,1.86416,0.35136,0.4636
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,1.42984,0.36844,9.9918
,,2.18624,9.9918,5.29236,0.30012,0.183
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.03416,9.9918,1.55428,0.15128,4.66772
,,9.9918,9.9918,9.9918,9.9918,0.11468
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.53436,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.42212,9.9918,1.5982,0.0854,9.9918
,,9.9918,9.9918,9.9918,9.9918,0.07564
,,9.9918,9.9918,8.31064,9.9918,9.9918
,,9.9918,9.9918,9.9918,1.09312,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.37332,9.9918,1.18828,0.19032,9.9918
,,9.9918,9.9918,9.9918,9.9918,0.24644
,,9.9918,9.9918,1.95932,0.44652,9.9918
,,9.9918,9.9918,9.9918,1.09312,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.67588,9.9918,4.56768,0.27572,0.28548
,,9.9918,9.9918,9.9918,9.9918,0.42944
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.49532,0.00488
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,1.05408,0.11712,9.9918
,,9.9918,9.9918,9.9918,0.366,0.00244
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0,9.9918,1.9398,0.3294,0.21716
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.51484,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,6.09268,9.9918,1.5616,0.75884,9.9918
,,0.81008,9.9918,5.6974,0.23424,0.49532
,,9.9918,9.9918,9.9918,9.9918,0.2318
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.99104,9.9918,9.9918,0.27816,0.4148
,,9.9918,9.9918,9.9918,9.9918,0.89792
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.34892,0.10736
,,9.9918,9.9918,9.9918,5.58516,9.9918
,,6.38548,9.9918,0.84912,0.32452,9.9918
,,9.9918,9.9918,9.9918,0.549,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,7.2834,9.9918,9.9918,0.59292,9.9918
,,9.9918,9.9918,9.9918,0.7076,0.08296
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.11224,9.9918,1.7568,0.2562,2.3668
,,9.9918,9.9918,9.9918,0.83204,0
,,9.9918,9.9918,9.9918,5.42412,9.9918
,,0.93696,9.9918,2.61324,0.26352,2.928
,,9.9918,9.9918,9.9918,1.30296,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,1.23464,0.0488,9.9918
,,9.9918,9.9918,9.9918,0.732,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.58804,9.9918,1.80316,0.06588,9.9918
,,9.9918,9.9918,9.9918,0.69784,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.91296,9.9918,2.18868,0.26596,1.3908
,,9.9918,9.9918,9.9918,0.732,0
,,9.9918,9.9918,9.9918,5.69008,9.9918
,,9.9918,9.9918,5.16792,0.20984,9.9918
,,9.9918,9.9918,9.9918,9.9918,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.50752,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,8.27648,9.9918,2.7572,0.36356,9.9918
,,9.9918,9.9918,9.9918,0.47336,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.74908,9.9918,2.48636,0.28792,0.86376
,,9.9918,9.9918,9.9918,9.9918,0.10492
,,9.9918,9.9918,2.928,0.74176,9.9918
,,9.9918,9.9918,9.9918,0.94184,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,1.4762,0,9.9918
,,9.9918,9.9918,9.9918,1.05164,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.48556,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,3.45016,9.9918,4.06016,0.66612,0
,,9.9918,9.9918,9.9918,9.9918,0.366
,,9.9918,9.9918,2.96948,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.5856,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,1.80316,0.00732,9.9918
,,9.9918,9.9918,9.9918,9.9918,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.43228,9.9918,3.86496,0.31964,0.2318
,,9.9918,9.9918,9.9918,9.9918,0.09028
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.40016,9.9918,2.79868,0.17324,2.49124
,,9.9918,9.9918,9.9918,9.9918,0.183
,,9.9918,9.9918,9.9918,4.88244,9.9918
,,0.27328,9.9918,0.98332,0.22692,1.05652
,,9.9918,9.9918,9.9918,9.9918,0.25376
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.5856,0
,,9.9918,9.9918,9.9918,9.9918,0.1708
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.11712,9.9918,9.9918,0.32452,0.24156
,,9.9918,9.9918,9.9918,9.9918,0.08784
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.0854,9.9918,2.09596,0.21472,1.36884
,,9.9918,9.9918,9.9918,1.22976,0
,,9.9918,9.9918,9.9918,5.31188,9.9918
,,1.58844,9.9918,1.18584,0.09516,9.9918
,,9.9918,9.9918,9.9918,9.9918,0
,,9.9918,9.9918,9.9918,5.07276,9.9918
,,0.54656,9.9918,1.2444,0.07076,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,2.00812,1.71532,9.9918
,,9.9918,9.9918,9.9918,9.9918,0
,,9.9918,9.9918,9.9918,5.51684,9.9918
,,1.44204,9.9918,1.66652,0.12444,9.9918
,,9.9918,9.9918,9.9918,0.6954,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,5.673,9.9918,2.33752,0.01708,9.9918
,,9.9918,9.9918,9.9918,0.3538,0.01464
,,9.9918,9.9918,9.9918,5.31676,9.9918
,,3.5014,9.9918,1.91296,0.43188,9.9918
,,9.9918,9.9918,9.9918,0.31476,0.12444
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.9638,9.9918,8.8694,0.23424,0.41236
,,9.9918,9.9918,9.9918,9.9918,5.04836
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,1.04188,0
,,9.9918,9.9918,9.9918,5.81696,9.9918
,,9.9918,9.9918,2.0862,1.24684,9.9918
,,9.9918,9.9918,9.9918,0.45384,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.66612,9.9918,3.58436,0.2562,0.67832
,,9.9918,9.9918,9.9918,9.9918,0.00244
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,2.83528,9.9918,9.9918,0.27328,0.27328
,,9.9918,9.9918,9.9918,9.9918,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.0614,9.9918,2.54248,0.27328,0.43676
,,9.9918,9.9918,9.9918,9.9918,0
,,9.9918,9.9918,9.9918,6.24396,9.9918
,,2.69376,9.9918,5.86088,0.31232,0.25132
,,9.9918,9.9918,9.9918,9.9918,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.87352,9.9918,1.63236,0.27572,0.77348
,,9.9918,9.9918,9.9918,9.9918,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.60268,9.9918,1.7202,0.0366,9.9918
,,9.9918,9.9918,9.9918,1.94956,0
,,9.9918,9.9918,9.9918,6.91008,9.9918
,,5.3558,9.9918,1.40544,0.7198,9.9918
,,1.20048,9.9918,5.82916,0.27084,0.14152
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.8052,9.9918,3.93572,0,9.9918
,,9.9918,9.9918,9.9918,9.9918,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.32208,0.05612
,,9.9918,9.9918,9.9918,6.17564,9.9918
,,1.64456,9.9918,2.00812,0.5002,0.08784
,,9.9918,9.9918,9.9918,0.49532,0.03904
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.46848,9.9918,0.15616,0,9.9918
,,9.9918,9.9918,9.9918,0.25864,0.33916
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.28792,9.9918,1.21024,0.1952,9.9918
,,1.55672,9.9918,9.9918,0.38552,0.13176
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.81984,9.9918,9.9918,0.27328,0.53192
,,9.9918,9.9918,9.9918,1.1468,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.35868,9.9918,1.19804,0,9.9918
,,9.9918,9.9918,9.9918,0.54168,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.47824,9.9918,9.9918,0.11224,9.9918
,,9.9918,9.9918,9.9918,9.9918,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.63196,9.9918,1.72508,0.183,1.81292
,,9.9918,9.9918,9.9918,1.32736,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.37576,9.9918,0.22448,0.02196,9.9918
,,3.78688,9.9918,9.9918,0.27328,0.07076
,,9.9918,9.9918,9.9918,5.90236,9.9918
,,9.9918,9.9918,5.4168,9.9918,9.9918
,,0.57096,9.9918,2.7206,0.12932,4.21388
,,9.9918,9.9918,9.9918,9.9918,0.14884
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.4758,9.9918,1.63968,0.03904,9.9918
,,9.9918,9.9918,9.9918,9.9918,0.03904
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.82472,9.9918,1.0126,0.2196,2.3058
,,9.9918,9.9918,9.9918,4.84096,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.51972,9.9918,3.2574,0.12688,1.10532
,,9.9918,9.9918,9.9918,9.9918,0.11712
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.81048,9.9918,9.9918,0.26596,0.50996
,,9.9918,9.9918,9.9918,1.05408,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.42212,9.9918,0.5002,0,9.9918
,,9.9918,9.9918,9.9918,0.6588,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.4026,9.9918,0.93208,0,9.9918
,,9.9918,9.9918,9.9918,1.0004,0.00244
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.40504,9.9918,0.97112,0.122,9.9918
,,9.9918,9.9918,9.9918,5.92676,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.60024,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,1.41276,0.70028,9.9918
,,9.9918,9.9918,9.9918,0.52216,0.01464
,,9.9918,9.9918,9.9918,9.9918,9.9918
