Timestamp,,Sensor_Values1,,,,
56:14.7,,2.87676,1.0248,1.41276,1.11508,6.03656
56:15.7,,9.9918,9.9918,9.9918,9.9918,9.9918
56:16.7,,9.9918,0.08052,3.90156,0.15616,0.4148
56:17.7,,2.92312,1.403,0.95892,3.30132,5.72424
56:18.7,,9.9918,9.9918,9.9918,9.9918,9.9918
56:19.7,,9.9918,0.2196,9.9918,0.1098,0.30744
56:20.7,,2.88164,0.87108,1.21268,1.01992,4.75556
56:21.6,,9.9918,9.9918,9.9918,9.9918,9.9918
56:22.6,,9.9918,2.58396,9.9918,0.66612,0.83204
56:23.7,,2.77184,0.62464,0.976,0.83692,2.67668
56:24.7,,9.9918,9.9918,9.9918,9.9918,9.9918
56:25.7,,9.9918,0.1952,9.9918,0.11224,0.18544
56:26.7,,3.41844,3.47212,1.43716,9.9918,9.9918
56:27.7,,9.9918,9.9918,9.9918,9.9918,9.9918
56:28.7,,2.77184,0.60268,1.21268,0.52216,1.769
56:29.7,,9.9918,9.9918,9.9918,9.9918,9.9918
56:30.7,,9.9918,9.9918,9.9918,9.9918,9.9918
56:31.7,,2.87432,2.867,1.49328,4.4042,4.62136
56:32.7,,9.9918,9.9918,9.9918,9.9918,9.9918
56:33.7,,2.72548,0.61244,1.09068,0.63196,1.60064
56:34.7,,3.40868,9.9918,3.25008,9.9918,9.9918
56:35.7,,9.9918,9.9918,9.9918,9.9918,9.9918
56:36.7,,3.00608,0.91256,0.54412,1.02236,6.82712
56:37.7,,9.9918,9.9918,9.9918,9.9918,9.9918
56:38.7,,9.9918,9.9918,9.9918,9.9918,9.9918
56:39.7,,2.75232,0.75396,0.95404,0.92476,2.71572
56:40.7,,9.9918,9.9918,9.9918,9.9918,9.9918
56:41.7,,9.9918,0.58316,9.9918,0.28304,0.22936
56:42.7,,2.95728,1.05408,1.09556,1.2078,6.58312
56:43.7,,9.9918,9.9918,9.9918,9.9918,9.9918
56:44.7,,3.62828,0.366,1.60064,0.4026,2.00812
56:45.7,,3.20128,1.77388,2.31556,2.3424,6.75148
56:46.7,,9.9918,0.32208,0.81984,1.13216,2.806
56:47.7,,2.90848,1.18584,1.01504,1.28832,5.82184
56:48.7,,9.9918,9.9918,9.9918,9.9918,9.9918
56:49.7,,2.8792,0.87596,0.88084,0.79544,5.42656
56:50.7,,9.9918,9.9918,9.9918,9.9918,9.9918
56:51.7,,9.9918,4.58476,9.9918,0.95892,0.9516
56:52.7,,2.9158,1.03212,0.84668,1.78364,6.37572
56:53.7,,9.9918,9.9918,9.9918,9.9918,9.9918
56:54.7,,9.9918,0.2196,9.9918,0.1952,0.55876
56:55.7,,2.928,1.33956,1.18828,1.83,6.6368
56:56.7,,9.9918,9.9918,9.9918,9.9918,9.9918
56:57.7,,6.79784,0.50752,7.54204,0.29768,0.98088
56:58.7,,2.77672,1.21268,0.84424,1.403,4.07724
56:59.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:00.7,,6.71732,0.3294,2.15452,0.24888,0.66368
57:01.7,,3.4282,2.58884,2.36192,2.9768,9.9918
57:02.7,,9.9918,9.9918,9.9918,6.28544,5.98776
57:03.7,,2.90116,1.02236,1.40544,1.0248,5.9902
57:04.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:05.7,,2.77428,0.549,1.09312,0.55144,2.82308
57:06.7,,3.34524,1.79584,1.08824,9.9918,9.9918
57:07.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:08.7,,2.69376,0.67832,0.96136,0.72956,2.68888
57:09.7,,9.9918,9.9918,9.9918,9.9918,5.21672
57:10.7,,2.81332,1.02968,1.1956,1.08336,3.32572
57:11.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:12.7,,2.78892,1.39324,2.31068,1.17608,4.14068
57:13.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:14.7,,2.77184,1.159,1.78852,1.037,4.5384
57:15.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:16.7,,9.9918,0.65148,9.9918,0.46604,0.88572
57:17.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:18.7,,2.8182,1.44204,1.44692,1.17852,5.4046
57:19.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:20.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:21.7,,2.88408,0.83204,0.8662,0.89792,5.37288
57:22.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:23.8,,9.9918,0.183,9.9918,0.27328,0.42944
57:24.7,,2.92556,1.3786,0.87108,1.93736,5.87796
57:25.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:26.7,,2.83528,0.64904,1.525,0.5856,1.36884
57:27.8,,3.42088,2.04716,2.20088,2.84992,9.9918
57:28.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:29.7,,2.9524,1.098,1.13216,1.44692,7.06624
57:30.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:31.7,,9.9918,9.9918,9.9918,9.9918,2.78648
57:32.7,,2.85968,0.98576,0.79544,1.1102,5.32164
57:33.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:34.7,,9.9918,0.38064,9.9918,0.17812,0.70272
57:35.7,,2.99876,1.22732,1.35176,1.85928,7.29804
57:36.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:37.7,,2.82308,1.01748,0.92964,0.8662,5.24844
57:38.8,,5.2338,9.9918,9.9918,9.9918,9.9918
57:39.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:40.7,,2.74256,0.76616,1.36152,0.81984,2.97924
57:41.7,,3.27692,1.3786,5.57052,1.21024,4.85316
57:42.7,,5.17768,9.9918,9.9918,9.9918,9.9918
57:43.7,,2.96704,1.04188,0.89792,1.05164,7.2102
57:44.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:45.7,,9.9918,0.20984,9.9918,0.11712,0.427
57:46.7,,2.84016,1.05408,0.88572,1.71044,4.85072
57:47.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:48.7,,6.48796,0.2562,1.87148,0.20984,0.75884
57:49.8,,3.00608,1.0858,0.7808,2.03496,7.43468
57:50.8,,9.9918,9.9918,9.9918,9.9918,9.9918
57:51.8,,3.71368,0.41236,0.92964,0.34892,1.12484
57:52.8,,3.2452,6.0512,1.48352,9.9918,9.76
57:53.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:54.8,,2.85236,0.9516,1.13704,0.976,5.70716
57:55.8,,9.9918,9.9918,9.9918,9.9918,9.9918
57:56.8,,9.9918,9.9918,9.9918,1.281,1.91296
57:57.8,,2.69376,0.9882,1.32736,0.81984,3.2696
57:58.7,,9.9918,9.9918,9.9918,9.9918,9.9918
57:59.8,,2.77428,1.03944,1.05408,1.13216,4.4896
58:00.7,,9.9918,9.9918,9.9918,9.9918,9.9918
58:01.7,,9.9918,0.15616,9.9918,0.15616,0.4026
58:02.8,,2.84504,0.92232,0.84424,1.01992,5.00932
58:03.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:04.8,,9.9918,0.50996,9.9918,0.21228,0.40748
58:05.7,,2.81088,1.1468,1.2444,1.5006,4.8068
58:06.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:07.8,,9.9918,0.183,9.9918,0.12444,0.183
58:08.8,,2.98412,1.05408,0.81496,1.7812,7.18336
58:09.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:10.8,,9.9918,0.22204,9.9918,0.11712,0.2806
58:11.8,,2.806,0.94916,0.73688,1.281,4.6726
58:12.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:13.8,,2.7572,2.01544,1.94224,1.3664,4.60672
58:14.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:15.8,,3.111,0.46604,1.21756,0.45384,1.28832
58:16.8,,3.70392,9.9918,9.9918,9.9918,9.9918
58:17.8,,9.9918,0.0976,1.7568,0.20252,0.42944
58:18.8,,2.9646,1.56892,1.61284,5.19232,5.734
58:19.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:20.8,,2.71572,0.71004,1.09556,0.77836,3.111
58:21.8,,3.782,9.9918,9.9918,9.9918,9.9918
58:22.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:23.8,,2.67912,0.70272,1.39568,0.67832,1.70312
58:24.8,,5.88284,9.9918,9.9918,9.9918,9.9918
58:25.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:26.8,,2.69132,0.75884,1.11996,0.74908,2.7206
58:27.8,,3.53068,9.9918,5.84136,9.9918,9.9918
58:28.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:29.8,,2.7328,1.13216,1.09312,1.15168,4.11384
58:30.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:31.8,,2.79868,1.15656,2.10816,0.91256,4.46276
58:32.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:33.8,,2.7938,0.89548,1.14192,0.91744,4.95564
58:34.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:35.8,,9.9918,9.9918,9.9918,3.30864,1.75192
58:36.8,,2.745,0.86376,1.21512,0.74664,3.22812
58:37.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:38.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:39.8,,2.6962,0.915,1.3664,0.94916,3.24032
58:40.8,,3.55264,9.9918,9.9918,9.9918,9.9918
58:41.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:42.8,,2.77916,0.99064,1.53964,1.11752,4.95808
58:43.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:44.8,,2.77916,0.88328,4.10652,0.75396,1.51524
58:45.8,,2.78648,1.29564,2.77428,1.02724,3.55264
58:46.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:47.8,,2.72792,0.976,1.07848,1.03212,4.19436
58:48.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:49.8,,2.72792,0.69784,0.98332,0.60756,3.3062
58:50.8,,3.54532,9.9918,1.09068,9.9918,9.9918
58:51.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:52.8,,3.17932,0.60024,1.93736,0.41724,1.22732
58:53.8,,2.96948,1.33468,1.51768,2.46684,6.4294
58:54.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:55.8,,5.97068,0.28304,1.20536,0.2806,0.88084
58:56.8,,3.34524,4.59208,1.12484,9.9918,9.9918
58:57.8,,9.9918,9.9918,9.9918,9.9918,9.9918
58:58.8,,2.6718,0.51484,0.94428,0.62708,1.20292
58:59.8,,9.9918,9.9918,9.9918,9.9918,9.9918
59:00.8,,2.64008,0.55144,1.3664,0.53924,1.09312
59:01.8,,9.9918,9.9918,9.9918,9.9918,9.9918
59:02.8,,9.9918,0.4636,9.9918,0.6222,0.59292
59:03.9,,2.6962,0.74908,2.1594,0.7564,2.63276
59:04.8,,9.9918,9.9918,9.9918,9.9918,9.9918
59:05.8,,9.9918,0.32696,9.9918,0.29036,0.2074
59:06.8,,2.71084,0.67832,0.81984,0.77836,2.80844
59:07.8,,9.9918,9.9918,9.9918,9.9918,9.9918
59:08.8,,9.9918,0.2806,1.8788,0.20252,0.5124
59:09.8,,2.8914,0.95892,1.13216,1.11996,5.22404
59:10.8,,9.9918,9.9918,9.9918,9.9918,9.9918
59:11.8,,2.7694,0.95892,1.33468,0.95404,4.78484
59:12.8,,9.9918,9.9918,9.9918,9.9918,9.9918
59:13.8,,2.61568,0.8906,1.14924,0.74176,1.64456
59:14.8,,4.58476,9.9918,9.9918,9.9918,9.9918
59:15.8,,9.9918,9.9918,9.9918,9.9918,9.9918
59:16.8,,2.7694,0.91988,1.098,0.76616,4.71164
59:17.8,,9.9918,9.9918,9.9918,9.9918,9.9918
59:18.8,,2.70108,0.5002,0.92476,0.5856,1.46644
59:19.8,,9.9918,9.9918,9.9918,9.9918,9.9918
59:20.8,,9.9918,0.26596,1.79828,0.20496,0.49532
59:21.8,,3.3916,2.21064,1.40544,6.68804,9.9918
59:22.8,,9.9918,9.9918,9.9918,9.9918,9.9918
59:23.8,,2.81576,0.88328,0.93696,0.78812,4.95808
59:24.8,,9.9918,9.9918,9.9918,9.9918,9.9918
59:25.8,,9.9918,9.9918,9.9918,4.10164,2.38388
59:26.8,,2.9524,1.05652,0.79056,1.18096,7.19068
59:27.9,,9.9918,9.9918,9.9918,9.9918,9.9918
,,,,,,
,,,,,,
,,Sensor_Values2,,,,
,,9.9918,9.9918,9.9918,8.35212,9.9918
,,1.4884,0.42944,1.1834,0.1708,9.9918
,,9.9918,0.44164,9.97228,0.68564,0.061
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,8.17156,0.75396,2.38144,0.42456,0.2074
,,9.9918,0.32208,9.9918,0.48556,0.19032
,,9.9918,9.9918,9.9918,7.52252,9.9918
,,1.21024,0.38552,1.91296,0.28548,0.30256
,,9.9918,9.9918,9.9918,8.8572,8.4302
,,9.9918,9.9918,3.11832,4.2822,9.9918
,,9.9918,0.19764,9.9918,0.30988,0.22204
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.4396,9.9918,0.5002,0.17324,9.9918
,,9.9918,0.42944,4.758,0.56852,0.05612
,,9.9918,9.9918,9.9918,7.4542,9.9918
,,0.66124,0.37576,1.99836,0.44164,0.1586
,,9.9918,9.9918,9.9918,6.5148,0.3904
,,6.28544,9.9918,2.80112,0.57096,9.9918
,,9.9918,0.27572,9.9918,0.7442,0
,,9.9918,9.9918,9.9918,8.8694,9.9918
,,7.47372,9.9918,0.51972,0.671,9.9918
,,2.7206,0.38064,3.45016,0.46848,0.06588
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,0.43188,7.06624,0.86132,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,6.41964,9.9918,9.9918,0.40748,9.9918
,,9.9918,0.38552,4.51156,0.549,0.04148
,,9.9918,9.9918,9.9918,7.2224,9.9918
,,1.525,9.9918,1.28588,0.35868,0.35868
,,9.9918,0.5124,9.9918,0.99064,0.0854
,,9.9918,9.9918,9.9918,6.67828,9.9918
,,9.9918,0.50752,9.1622,0.60756,0
,,9.9918,9.9918,9.9918,7.92756,9.9918
,,9.9918,9.9918,0.00488,0.56364,9.9918
,,9.9918,0.40016,6.15124,0.64904,0
,,9.9918,9.9918,9.9918,7.64208,9.9918
,,9.9918,1.51036,2.77184,0.27084,0.27328
,,9.9918,9.9918,9.9918,9.83564,0.09516
,,9.9918,9.9918,9.9918,5.71448,9.9918
,,9.9918,0.54168,2.84992,0.82716,0.05368
,,9.9918,9.9918,9.9918,9.5038,9.9918
,,2.81332,9.9918,1.30296,0.32208,1.03212
,,9.9918,0.58072,4.758,0.67832,0.06344
,,9.9918,9.9918,9.9918,5.246,9.9918
,,3.32084,0.3904,3.19884,0.53192,0.01708
,,9.9918,9.9918,9.9918,9.9918,0.2806
,,9.9918,9.9918,9.9918,6.50748,9.9918
,,2.8182,0.26108,3.8674,0.3538,0.08784
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,2.41316,0.46116,1.0126,0.19032,4.37004
,,9.9918,0.27328,9.9918,0.86376,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0,0.35136,1.74216,0.28304,0.54412
,,9.9918,0.65636,9.9918,3.82104,0.13908
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,0.30012,4.45788,0.59292,0.04392
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,0.21228,9.9918,0.51484,0.04148
,,9.9918,9.9918,9.9918,7.17604,9.9918
,,0.42944,9.9918,0.78812,0.04392,9.9918
,,6.20736,0.36844,4.55548,0.46116,0.08052
,,9.9918,9.9918,9.9918,7.77628,9.9918
,,3.73076,1.56404,1.05408,0.27816,0.89792
,,9.9918,1.5494,9.9918,5.36556,0.10248
,,9.9918,9.9918,5.88772,4.77508,9.9918
,,2.19844,0.976,6.75148,0.50752,0
,,9.9918,9.9918,9.9918,5.85112,9.9918
,,0.11468,0.4026,1.83488,0.23668,0.63196
,,9.9918,0.7442,9.9918,1.01504,0.16104
,,9.9918,9.9918,9.9918,5.97312,9.9918
,,3.10124,0.671,3.13296,0.35624,0.10004
,,9.9918,9.9918,9.9918,6.91984,9.9918
,,0,0.83936,1.23952,0.79788,0.16104
,,9.9918,9.9918,9.9918,6.12196,0.183
,,9.9918,9.9918,9.9918,6.43428,9.9918
,,4.10164,0.79544,4.17728,0.43432,0.08784
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,5.2582,0.27328,4.3798,0.28548,0.1952
,,9.9918,9.9918,9.9918,8.66932,9.9918
,,4.16996,9.9918,0.2074,0.976,9.9918
,,9.9918,0.44164,4.6482,0.55876,0
,,9.9918,9.9918,9.9918,6.65388,9.9918
,,2.19844,9.9918,1.99836,0.3294,0.1708
,,9.9918,0.7198,9.9918,0.88572,0.09516
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,3.23544,0.58804,4.636,0.23912,0.23424
,,9.9918,1.32004,9.9918,0.88816,0.05612
,,9.9918,9.9918,9.9918,6.38792,9.9918
,,9.9918,0.72468,2.68644,0.53924,0.06588
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,2.23748,0.38064,2.074,0.4392,0.12688
,,9.9918,0.71004,9.9918,1.22244,0.11468
,,9.9918,9.9918,9.9918,6.00484,9.9918
,,5.12156,9.9918,1.19804,0.27572,0.50752
,,9.9918,0.85156,9.9918,0.89792,0.1464
,,9.9918,9.9918,9.9918,7.53472,9.9918
,,0.11956,1.54696,0.50508,0.15616,5.6852
,,9.9918,0.61,9.9918,0.85644,0.10736
,,9.9918,9.9918,9.9918,7.45664,9.9918
,,0.40016,0.57828,0.49532,0.14152,9.9918
,,9.9918,0.62952,3.94548,0.45384,0.08296
,,9.9918,9.9918,9.9918,7.16628,9.9918
,,5.00932,0.27084,3.00364,0.27328,0.22448
,,9.9918,1.51036,9.9918,9.9918,0.5368
,,9.9918,9.9918,2.81332,3.09636,9.9918
,,9.9918,0.38796,9.9918,0.62708,0
,,9.9918,9.9918,9.9918,6.84908,9.9918
,,9.9918,9.9918,0.11712,0.10248,9.9918
,,2.806,0.38796,2.89628,0.32696,0.2074
,,9.9918,9.9918,9.9918,6.49772,9.9918
,,5.85356,9.9918,0.35624,0.4514,9.9918
,,6.4782,0.4514,2.6108,0.42944,0.11224
,,9.9918,9.9918,9.9918,9.9918,7.6616
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,0.42944,5.18988,0.53436,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,3.15736,0.44164,1.99104,0.23668,0.34648
,,9.9918,0.66368,9.9918,1.19072,0.1952
,,9.9918,9.9918,9.9918,5.53148,9.9918
,,9.9918,0.36356,5.43632,0.77592,0.03416
,,9.9918,9.9918,9.9918,5.21916,9.9918
,,7.0638,9.9918,2.45952,0.4758,0.0854
,,9.9918,9.9918,9.9918,1.08092,0.11712
,,9.9918,9.9918,9.9918,5.5266,9.9918
,,1.86172,9.9918,2.93288,0.305,0.24156
,,9.9918,9.9918,9.9918,5.38264,0.08784
,,9.9918,9.9918,9.9918,6.00484,9.9918
,,1.26148,0.46604,1.47864,0.31232,0.3904
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,6.60508,9.9918,2.69376,0.28792,9.9918
,,9.9918,0.44408,3.00608,0.4148,0.08296
,,9.9918,9.9918,9.9918,7.33952,9.9918
,,0.37576,3.13784,0.3782,0.22692,9.9918
,,9.9918,0.72956,9.9918,0.80764,0.122
,,9.9918,9.9918,9.9918,6.4416,9.9918
,,9.9918,0.12932,9.9918,0.42212,0.06832
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.1988,0.35624,9.9918,0.27328,0.15616
,,9.9918,9.9918,9.9918,9.9918,0.12444
,,9.9918,9.9918,2.84992,2.55468,9.9918
,,9.9918,0.39284,3.32572,0.50996,0.05856
,,9.9918,9.9918,9.9918,7.24436,9.9918
,,6.1244,9.9918,0.66124,0.49532,9.9918
,,9.9918,0.38796,9.9918,0.69784,0
,,9.9918,9.9918,9.9918,7.259,9.9918
,,0.4514,9.9918,0.75884,0.06832,9.9918
,,9.9918,0.48556,4.93124,0.5856,0
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.38308,9.9918,0.53924,0.45628,9.9918
,,9.9918,0.44164,4.70188,0.64416,0.00732
,,9.9918,9.9918,9.9918,6.35376,9.9918
,,9.9918,0.35136,9.9918,0.8418,0
,,9.9918,9.9918,9.9918,7.11504,9.9918
,,0.23668,0.63196,0.58804,0.25132,4.62136
,,9.9918,0.48556,9.9918,0.81496,0.07564
,,9.9918,9.9918,9.9918,9.4062,9.9918
,,0.47824,0.3172,1.97396,0.2318,0.32696
,,9.9918,9.9918,9.9918,7.1858,9.9918
,,0,0.45628,1.7568,0.427,0.061
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,0.6344,3.40868,0.89792,0
,,9.9918,9.9918,9.9918,9.58188,9.9918
,,0,9.9918,1.91052,0.42456,0.11224
,,9.9918,0.62464,4.85804,1.05164,0.03904
,,9.9918,9.9918,2.77184,1.52012,9.9918
